"Blooket
Import Template",,,,,,,
Question #,Question Text,Answer 1,Answer 2,"Answer 3
(Optional)","Answer 4
(Optional)","Time Limit (sec)
(Max: 300 seconds)","Correct Answer(s)
(Only include Answer #)"
1,What are the main differences between prospect management and prospect research work?,"Copilot: Prospect research handles donor communications, while prospect management oversees event planning.","Prospect research is often reactive and service-based, focusing on capacity, professional background, and philanthropic interests, while prospect management is more proactive, guiding strategy and portfolio development.",,,15,"2"
2,What obstacles exist in balancing a portfolio of prospects?,No process for handing off prospects,Low volume of qualified prospects,Low number of prospects in priority area,Excessive qualified prospects,15,"1,2,3,4"
3,What is the right size for an average portfolio?,80 prospects minimum,50-75 prospects at largest,20 prospects maximum,150 prospects,15,2
4,"When rating prospective donors, what does RFM stand for?","Relevance, Frequency, Money","Review, Friendship, Monetary","Recency, Frequency, Monetary Value","Response, Fundraising, Metrics",15,3
5,"In project management, what is scope creep?",When project requirements go beyond the original objective,When project deadlines are met too soon,Unplanned resource addition,Increase in budget without approval,15,1
6,Which of the following options best describes the core competencies of a prospect management analyst?,"Data mining, project management, statistical analysis, business analytics, database management, information services, CRM configuration and automation","Information management, Capacity evaluation and wealth indicators, Prospect interests and networks, screenings (wealth, affinity), domain knowledge (fundraising trends, business trends), ROI for research efforts, ","Prospect pool analysis, relationship management (reporting, database, and policy), moves management (donor cycle stages), prospect strategy, portfolio management, pipeline management, fundraiser performance",,15,3
7,"In sales, they capture, qualify, and nuture leads. In fundraising jargon, what words would you use instead?","Recruitment, Assessment, Engagement","Identification, Qualification, Cultivation","Acquisition, Tracking, Development","Discovery, Ratings, Support",15,2
8,True or False: Organizations are in competition with each other for prospects,True,False,,,15,1
9,"In a fundraising operation, which has a bigger impact, strategy or culture? ",Strategy,Culture,,,15,2
10,Which of the following are project management frameworks?,"Agile, Scrum, Kaizen","Asana, Wrike, Trello","KPI, RFM, CRM","Waterfall, Lean",15,"1, 4"
11,Prospect management professionals are...,data entry staff,frontline fundraiser partners,administrative assistants,strategic advisors,15,"2, 4"
12,You are trying to implement policy changes. Not everyone is onboard. How do you build trust? ,Find early adopters that can give feedback and be an ally,Lots of long emails,Cultivate leadership buy-in,The policy's logic and usefulness will speak for itself as it's rolled out,15,"1, 3"
13,You have found helpful new information about a prospect. What's the first thing you should do? ,Immediately share with the front-line fundraiser,Write an updated profile,Make a private note so you don't forget,Verify it and add it to the database,15,4
14,What does LYBUNT stand for?,Last Year But Unfortunately Not Today,Last Year But Unspendable Now,Last Year Business Utilized Not Today,Last Year But Unearthed Now,15,1
15,"In fundraising, what is disqualification?",The process of eliminating unfit prospects,A method to prioritize top donors,A strategy for engaging existing donors,The act of renewing donor commitments,15,2
16,What are the stages of the donor cycle?,"Research, Assessment, Engagement, Renewal","Lead Gen, Lead Cultivation, Capacity in-review, Disqualification","Identification, Qualification, Cultivation, Solicitation, Stewardship","Follow-up, Tracking, Recognition. Reidentification, Stewardship ",15,3
17,"Qualification should generally take 9-12 months, but rarely more than a year",True,False,,,13,2
18,"When evaluating a portfolio, what questions should you ask yourself?",Is the portfolio suffering from an uneven distribution of donor stages?,Are there fresh names in the portfolio?,Are there some high capacity but medium / low affinity prospects as well as prospects with solid ties to the organization?,"What does the overall movement of the portfolio look like, in terms of stages, moves, and significant communication?",13,"1, 2, 3, 4"
19,What are prospect pools? ,"Lists of prioritized prospects based on scores like RFM, engagement, or inclination - often segmented by area or affinity. They feed into portfolios, when new prospects are needed.","A collection of past donors organized by wealth attributes, like pool ownership, private jet ownership, art collections, etc.",Random lists of all prospects,"Pools of potential volunteers that may be board members or donors one day, once their relationship grows stronger",13,1
20,Portfolio changes can be a source of conflict. ,,,,,13,4
21,,,,,,13,4
22,,,,,,13,4
23,,,,,,13,2
24,,,,,,13,3
25,,,,,,13,1
26,,,,,,,
27,,,,,,,
28,,,,,,,
29,,,,,,,
30,,,,,,,
31,,,,,,,
32,,,,,,,
33,,,,,,,
34,,,,,,,
35,,,,,,,
36,,,,,,,
37,,,,,,,
38,,,,,,,
39,,,,,,,
40,,,,,,,
41,,,,,,,
42,,,,,,,
43,,,,,,,
44,,,,,,,
45,,,,,,,
46,,,,,,,
47,,,,,,,
48,,,,,,,
49,,,,,,,
50,,,,,,,
51,,,,,,,
52,,,,,,,
53,,,,,,,
54,,,,,,,
55,,,,,,,
56,,,,,,,
57,,,,,,,
58,,,,,,,
59,,,,,,,
60,,,,,,,
61,,,,,,,
62,,,,,,,
63,,,,,,,
64,,,,,,,
65,,,,,,,
66,,,,,,,
67,,,,,,,
68,,,,,,,
69,,,,,,,
70,,,,,,,
71,,,,,,,
72,,,,,,,
73,,,,,,,
74,,,,,,,
75,,,,,,,
76,,,,,,,
77,,,,,,,
78,,,,,,,
79,,,,,,,
80,,,,,,,
81,,,,,,,
82,,,,,,,
83,,,,,,,
84,,,,,,,
85,,,,,,,
86,,,,,,,
87,,,,,,,
88,,,,,,,
89,,,,,,,
90,,,,,,,
91,,,,,,,
92,,,,,,,
93,,,,,,,
94,,,,,,,
95,,,,,,,
96,,,,,,,
97,,,,,,,
98,,,,,,,
99,,,,,,,
100,,,,,,,
